"CODICE STABILIMENTO","Anno","Codice Regione","Descrizione Regione","Codice Azienda","Denominazione Azienda","Codice USL territoriale","Codice struttura","Denominazione struttura","Tipo struttura","Strutture di ricovero.Partita IVA","Descrizione tipo struttura","Tipo IRCCS/A.O. Univ. e Policlinico","Tipo casa di cura","Strutture di ricovero.Attività riabilitazione","Strutture di ricovero.Attività day surgery","Strutture di ricovero.Attività pediatrica","Subcodice","Denominazione","Stabilimenti.Partita IVA","Stabilimenti.Attività day surgery","Stabilimenti.Attività pediatrica","Stabilimenti.Attività riabilitazione","Giorno apertura","Mese apertura","Anno apertura","Giorno chiusura","Mese chiusura","Anno chiusura","Indirizzo","CAP","Codice Comune","Comune","Sigla provincia","Nome provincia","Diagnostica per immagini","Dipartimento emergenza","Centro trasfusionale","Oncologia medica","Pronto soccorso","Pronto soccorso pediatrico","Radioterapia","Servizio rianimazione","Servizio dialisi","Sale operatorie stab.","Posti camere iperbariche stab.","Incubatrici stab.","Culle stab.","ClassificazioneStruttura","chiave stabilimento","Codice disciplina","Descrizione disciplina","Progressivo divisione","Mese apertura (right)","Anno apertura (right)","Mese chiusura (right)","Anno chiusura (right)","Denominazione (right)","Totale posti degenza","Day hospital","Day surgery","Totale posti","Denominazione finale"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","12","CHIRURGIA PLASTICA                      ","03","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",3,0,1,4,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","13","CHIRURGIA TORACICA                      ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",6,0,0,6,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","14","CHIRURGIA VASCOLARE                     ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",12,0,2,14,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","18","EMATOLOGIA                              ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",18,4,0,22,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","24","MALATTIE INFETTIVE E TROPICALI          ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",12,3,0,15,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","26","MEDICINA GENERALE                       ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",34,7,0,41,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","26","MEDICINA GENERALE                       ","02","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",35,9,0,44,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","26","MEDICINA GENERALE                       ","06","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",2,0,0,2,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","28","UNITA` SPINALE                          ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",11,1,0,12,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","29","NEFROLOGIA                              ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",8,2,0,10,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","29","NEFROLOGIA                              ","02","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",6,1,0,7,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","30","NEUROCHIRURGIA                          ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",28,0,2,30,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","31","NIDO                                    ","02","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",20,0,0,20,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","32","NEUROLOGIA                              ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",20,2,0,22,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","33","NEUROPSICHIATRIA INFANTILE              ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",0,1,0,1,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","36","ORTOPEDIA E TRAUMATOLOGIA               ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",24,0,6,30,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","36","ORTOPEDIA E TRAUMATOLOGIA               ","36","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",2,0,4,6,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","37","OSTETRICIA E GINECOLOGIA                ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",46,6,0,52,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","38","OTORINOLARINGOIATRIA                    ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",20,0,3,23,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","39","PEDIATRIA                               ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",10,2,0,12,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","40","PSICHIATRIA                             ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",16,1,0,17,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","43","UROLOGIA                                ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",16,0,2,18,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","48","NEFROLOGIA (ABILITATO AL TRAPIANTO RENE)","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",8,0,0,8,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","49","TERAPIA INTENSIVA                       ","01","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",8,0,0,8,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","49","TERAPIA INTENSIVA                       ","03","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",14,0,0,14,"OSP. MAGGIORE DELLA CARITA'"
1090501,2019,"010","PIEMONTE             ","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE        ","02","01521330033","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"01","OSP. MAGGIORE DELLA CARITA'             ","01521330033",,,,1,1,1988,0,0,0,"CORSO MAZZINI GIUSEPPE 18               ","28100","003106","NOVARA                                  ","NO","NOVARA                        ","X",2,"X","X","X","X","X","X","X",26,0,16,20,"SSN","01090501","49","TERAPIA INTENSIVA                       ","05","01","1988","00","0000","OSP. MAGGIORE DELLA CARITA'             ",0,1,0,1,"OSP. MAGGIORE DELLA CARITA'"
