"Anno","Codice Regione","Descrizione Regione","Codice Azienda","Denominazione Azienda","Codice USL territoriale","Codice struttura","Denominazione struttura","Subcodice","Denominazione","FTE TO BE TI/TIN","FTE TO BE Guardia Divisionale","FTE TO BE ""Sale Operatorie""","FTE AS IS","FTE TO BE","SALDO"
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",19,0,0,0,19,-19
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",31,0,0,0,31,-31
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",31,0,0,0,31,-31
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",25,0,0,0,25,-25
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",19,0,0,0,19,-19
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",19,0,0,0,19,-19
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",1,0,0,0,1,-1
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",19,0,0,0,19,-19
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",37,0,0,0,37,-37
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",19,0,0,0,19,-19
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",1,0,0,0,1,-1
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",1,0,0,0,1,-1
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",19,0,0,0,19,-19
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",13,0,0,0,13,-13
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","01","OSP. MAGGIORE DELLA CARITA'",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","02","OSPEDALE SAN ROCCO GALLIATE",1,0,0,0,1,-1
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","02","OSPEDALE SAN ROCCO GALLIATE",7,0,0,0,7,-7
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","02","OSPEDALE SAN ROCCO GALLIATE",31,0,0,0,31,-31
2019,"010","PIEMONTE","905","AZIENDA OSPED. NOVARA E GALLIATE","208","010905","AZIENDA OSPED. NOVARA E GALLIATE","02","OSPEDALE SAN ROCCO GALLIATE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",1,0,0,0,1,-1
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",1,0,0,0,1,-1
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",25,0,0,0,25,-25
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",31,0,0,0,31,-31
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",37,0,0,0,37,-37
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",31,0,0,0,31,-31
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",1,0,0,0,1,-1
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",25,0,0,0,25,-25
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",55,0,0,0,55,-55
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",25,0,0,0,25,-25
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",25,0,0,0,25,-25
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",25,0,0,0,25,-25
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",1,0,0,0,1,-1
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",25,0,0,0,25,-25
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",31,0,0,0,31,-31
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",31,0,0,0,31,-31
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",19,0,0,0,19,-19
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",1,0,0,0,1,-1
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",1,0,0,0,1,-1
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",13,0,0,0,13,-13
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",7,0,0,0,7,-7
2019,"010","PIEMONTE","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","01","OSPEDALE SAN GIOVANNI BATTISTA MOLINETTE",1,0,0,0,1,-1
